filename,cmax,state,runtime,best_solution_time
aslib0_71a.RCP,79,Optimal,0.04,0.033
aslib0_72a.RCP,105,Optimal,0.038,0.03
aslib0_73a.RCP,78,Optimal,0.047,0.04
aslib0_74a.RCP,80,Optimal,0.057,0.036
aslib0_75a.RCP,96,Optimal,0.037,0.025
aslib0_76a.RCP,95,Optimal,0.043,0.036
aslib0_77a.RCP,91,Optimal,0.044,0.032
aslib0_78a.RCP,101,Optimal,0.033,0.028
aslib0_79a.RCP,108,Optimal,0.035,0.025
aslib0_80a.RCP,105,Optimal,0.044,0.032
aslib0_81a.RCP,97,Optimal,0.029,0.023
aslib0_82a.RCP,86,Optimal,0.033,0.026
aslib0_83a.RCP,80,Optimal,0.031,0.023
aslib0_84a.RCP,82,Optimal,0.028,0.024
aslib0_85a.RCP,101,Optimal,0.037,0.029
aslib0_86a.RCP,83,Optimal,0.043,0.036
aslib0_87a.RCP,95,Optimal,0.04,0.032
aslib0_88a.RCP,105,Optimal,0.054,0.046
aslib0_89a.RCP,100,Optimal,0.039,0.029
aslib0_90a.RCP,100,Optimal,0.043,0.036
aslib0_91a.RCP,100,Optimal,0.045,0.042
aslib0_92a.RCP,95,Optimal,0.06,0.051
aslib0_93a.RCP,101,Optimal,0.051,0.044
aslib0_94a.RCP,103,Optimal,0.059,0.048
aslib0_95a.RCP,84,Optimal,0.047,0.04
aslib0_96a.RCP,102,Optimal,0.041,0.036
aslib0_97a.RCP,104,Optimal,0.039,0.03
aslib0_98a.RCP,82,Optimal,0.038,0.034
aslib0_99a.RCP,109,Optimal,0.077,0.072
aslib0_100a.RCP,98,Optimal,0.13,0.118
aslib0_101a.RCP,88,Optimal,0.073,0.062
aslib0_102a.RCP,106,Optimal,0.107,0.096
aslib0_103a.RCP,87,Optimal,0.173,0.16
aslib0_104a.RCP,90,Optimal,0.115,0.102
aslib0_105a.RCP,90,Optimal,0.106,0.096
aslib0_106a.RCP,92,Optimal,0.192,0.182
aslib0_107a.RCP,80,Optimal,0.446,0.122
aslib0_108a.RCP,91,Optimal,0.079,0.07
aslib0_109a.RCP,106,Optimal,0.15,0.134
aslib0_110a.RCP,88,Optimal,0.081,0.076
aslib0_111a.RCP,96,Optimal,0.12,0.075
aslib0_112a.RCP,99,Optimal,0.071,0.061
aslib0_113a.RCP,100,Optimal,0.088,0.075
aslib0_114a.RCP,95,Optimal,0.272,0.156
aslib0_115a.RCP,99,Optimal,0.09,0.08
aslib0_116a.RCP,95,Optimal,0.086,0.075
aslib0_117a.RCP,92,Optimal,0.125,0.117
aslib0_118a.RCP,97,Optimal,0.069,0.06
aslib0_119a.RCP,95,Optimal,0.11,0.096
aslib0_120a.RCP,93,Optimal,0.062,0.052
aslib0_121a.RCP,86,Optimal,0.099,0.094
aslib0_122a.RCP,99,Optimal,0.12,0.115
aslib0_123a.RCP,95,Optimal,0.625,0.459
aslib0_124a.RCP,93,Optimal,0.062,0.054
aslib0_125a.RCP,93,Optimal,0.118,0.064
aslib0_126a.RCP,91,Optimal,0.159,0.152
aslib0_127a.RCP,114,Optimal,0.083,0.068
aslib0_128a.RCP,92,Optimal,0.135,0.124
aslib0_129a.RCP,91,Optimal,0.096,0.078
aslib0_130a.RCP,88,Optimal,0.077,0.04
aslib0_131a.RCP,98,Optimal,0.089,0.066
aslib0_132a.RCP,88,Optimal,0.082,0.075
aslib0_133a.RCP,108,Optimal,0.171,0.157
aslib0_134a.RCP,83,Optimal,0.122,0.107
aslib0_135a.RCP,94,Optimal,0.081,0.077
aslib0_136a.RCP,91,Optimal,0.096,0.088
aslib0_137a.RCP,90,Optimal,0.098,0.092
aslib0_138a.RCP,89,Optimal,0.091,0.076
aslib0_139a.RCP,105,Optimal,0.113,0.052
aslib0_140a.RCP,99,Optimal,0.122,0.075
aslib0_141a.RCP,80,Optimal,0.066,0.057
aslib0_142a.RCP,94,Optimal,0.116,0.092
aslib0_143a.RCP,92,Optimal,0.108,0.097
aslib0_144a.RCP,83,Optimal,0.109,0.1
aslib0_145a.RCP,85,Optimal,0.067,0.053
aslib0_146a.RCP,92,Optimal,0.298,0.225
aslib0_147a.RCP,98,Optimal,0.199,0.191
aslib0_148a.RCP,90,Optimal,1.127,0.154
aslib0_149a.RCP,86,Optimal,0.099,0.086
aslib0_150a.RCP,94,Optimal,0.182,0.173
aslib0_151a.RCP,101,Optimal,0.074,0.062
aslib0_152a.RCP,79,Optimal,0.087,0.081
aslib0_153a.RCP,88,Optimal,0.12,0.113
aslib0_154a.RCP,88,Optimal,0.155,0.15
aslib0_155a.RCP,86,Optimal,0.36,0.091
aslib0_156a.RCP,89,Optimal,0.201,0.19
aslib0_157a.RCP,85,Optimal,0.224,0.156
aslib0_158a.RCP,81,Optimal,0.163,0.152
aslib0_159a.RCP,99,Optimal,0.618,0.12
aslib0_160a.RCP,84,Optimal,0.057,0.042
aslib0_161a.RCP,112,Optimal,0.224,0.183
aslib0_162a.RCP,99,Optimal,0.13,0.09
aslib0_163a.RCP,91,Optimal,0.102,0.087
aslib0_164a.RCP,84,Optimal,0.147,0.135
aslib0_165a.RCP,88,Optimal,1.16,0.106
aslib0_166a.RCP,81,Optimal,0.199,0.148
aslib0_167a.RCP,109,Optimal,0.071,0.06
aslib0_168a.RCP,81,Optimal,0.474,0.46
aslib0_169a.RCP,95,Optimal,0.392,0.348
aslib0_170a.RCP,90,Optimal,4.395,0.491
aslib0_171a.RCP,100,Optimal,0.186,0.065
aslib0_172a.RCP,97,Optimal,0.066,0.058
aslib0_173a.RCP,106,Optimal,0.201,0.125
aslib0_174a.RCP,96,Optimal,0.081,0.063
aslib0_175a.RCP,80,Optimal,0.171,0.162
aslib0_176a.RCP,95,Optimal,0.21,0.059
aslib0_177a.RCP,95,Optimal,0.065,0.056
aslib0_178a.RCP,81,Optimal,0.074,0.054
aslib0_179a.RCP,92,Optimal,0.069,0.057
aslib0_180a.RCP,84,Optimal,0.222,0.17
aslib0_181a.RCP,100,Optimal,0.093,0.075
aslib0_182a.RCP,92,Optimal,0.077,0.072
aslib0_183a.RCP,91,Optimal,0.105,0.096
aslib0_184a.RCP,107,Optimal,0.24,0.194
aslib0_185a.RCP,97,Optimal,0.091,0.081
aslib0_186a.RCP,100,Optimal,0.187,0.152
aslib0_187a.RCP,90,Optimal,0.205,0.175
aslib0_188a.RCP,95,Optimal,0.11,0.046
aslib0_189a.RCP,88,Optimal,0.179,0.154
aslib0_190a.RCP,90,Optimal,0.095,0.061
aslib0_191a.RCP,100,Optimal,0.076,0.069
aslib0_192a.RCP,88,Optimal,0.082,0.077
aslib0_193a.RCP,101,Optimal,0.081,0.075
aslib0_194a.RCP,78,Optimal,0.146,0.068
aslib0_195a.RCP,92,Optimal,0.562,0.147
aslib0_196a.RCP,104,Optimal,0.099,0.08
aslib0_197a.RCP,85,Optimal,0.143,0.065
aslib0_198a.RCP,101,Optimal,0.064,0.053
aslib0_199a.RCP,104,Optimal,0.27,0.258
aslib0_200a.RCP,82,Optimal,0.177,0.116
aslib0_201a.RCP,86,Optimal,0.085,0.079
aslib0_202a.RCP,108,Optimal,0.71,0.09
aslib0_203a.RCP,90,Optimal,0.457,0.387
aslib0_204a.RCP,81,Optimal,0.148,0.138
aslib0_205a.RCP,86,Optimal,0.155,0.146
aslib0_206a.RCP,87,Optimal,0.073,0.061
aslib0_207a.RCP,87,Optimal,0.111,0.1
aslib0_208a.RCP,81,Optimal,0.064,0.059
aslib0_209a.RCP,80,Optimal,0.168,0.163
aslib0_210a.RCP,81,Optimal,0.177,0.129
aslib0_211a.RCP,100,Optimal,0.068,0.056
aslib0_212a.RCP,94,Optimal,0.122,0.116
aslib0_213a.RCP,100,Optimal,0.107,0.101
aslib0_214a.RCP,76,Optimal,0.072,0.063
aslib0_215a.RCP,99,Optimal,0.285,0.252
aslib0_216a.RCP,90,Feasible,5.018,0.145
aslib0_217a.RCP,88,Optimal,0.05,0.042
aslib0_218a.RCP,89,Optimal,0.186,0.177
aslib0_219a.RCP,83,Optimal,0.312,0.085
aslib0_220a.RCP,90,Optimal,0.465,0.371
aslib0_221a.RCP,102,Optimal,0.079,0.068
aslib0_222a.RCP,91,Optimal,0.077,0.059
aslib0_223a.RCP,96,Optimal,0.215,0.187
aslib0_224a.RCP,85,Optimal,0.122,0.106
aslib0_225a.RCP,85,Optimal,0.1,0.082
aslib0_226a.RCP,94,Optimal,0.06,0.056
aslib0_227a.RCP,90,Optimal,0.084,0.071
aslib0_228a.RCP,92,Optimal,0.085,0.075
aslib0_229a.RCP,97,Optimal,0.118,0.112
aslib0_230a.RCP,94,Optimal,1.07,0.486
aslib0_231a.RCP,93,Optimal,0.118,0.104
aslib0_232a.RCP,81,Optimal,0.101,0.094
aslib0_233a.RCP,83,Optimal,0.149,0.146
aslib0_234a.RCP,82,Optimal,0.06,0.047
aslib0_235a.RCP,88,Optimal,0.092,0.083
aslib0_236a.RCP,88,Optimal,0.111,0.098
aslib0_237a.RCP,99,Optimal,0.593,0.192
aslib0_238a.RCP,86,Optimal,0.4,0.386
aslib0_239a.RCP,82,Optimal,0.131,0.122
aslib0_240a.RCP,92,Optimal,0.089,0.077
aslib0_241a.RCP,94,Optimal,0.097,0.079
aslib0_242a.RCP,100,Optimal,0.087,0.08
aslib0_243a.RCP,75,Optimal,0.106,0.097
aslib0_244a.RCP,98,Optimal,0.061,0.053
aslib0_245a.RCP,94,Optimal,0.082,0.076
aslib0_246a.RCP,107,Optimal,0.112,0.099
aslib0_247a.RCP,92,Optimal,0.108,0.071
aslib0_248a.RCP,90,Optimal,0.076,0.067
aslib0_249a.RCP,94,Optimal,0.214,0.147
aslib0_250a.RCP,95,Optimal,0.102,0.095
aslib0_251a.RCP,87,Optimal,0.08,0.057
aslib0_252a.RCP,93,Optimal,0.062,0.046
aslib0_253a.RCP,91,Optimal,0.048,0.038
aslib0_254a.RCP,96,Optimal,0.059,0.046
aslib0_255a.RCP,100,Optimal,0.09,0.048
aslib0_256a.RCP,92,Optimal,0.085,0.076
aslib0_257a.RCP,98,Optimal,0.084,0.056
aslib0_258a.RCP,106,Optimal,0.078,0.064
aslib0_259a.RCP,78,Optimal,0.053,0.047
aslib0_260a.RCP,94,Optimal,0.06,0.048
aslib0_261a.RCP,79,Optimal,0.063,0.051
aslib0_262a.RCP,89,Optimal,0.066,0.049
aslib0_263a.RCP,90,Optimal,0.089,0.071
aslib0_264a.RCP,89,Optimal,0.054,0.045
aslib0_265a.RCP,90,Optimal,0.08,0.059
aslib0_266a.RCP,96,Optimal,0.062,0.052
aslib0_267a.RCP,99,Optimal,0.086,0.07
aslib0_268a.RCP,87,Optimal,0.07,0.058
aslib0_269a.RCP,87,Optimal,0.077,0.062
aslib0_270a.RCP,91,Optimal,0.062,0.049
aslib0_271a.RCP,91,Optimal,0.073,0.059
aslib0_272a.RCP,81,Optimal,0.083,0.063
aslib0_273a.RCP,91,Optimal,0.07,0.057
aslib0_274a.RCP,83,Optimal,0.073,0.065
aslib0_275a.RCP,86,Optimal,0.065,0.051
aslib0_276a.RCP,73,Optimal,0.058,0.044
aslib0_277a.RCP,90,Optimal,0.074,0.061
aslib0_278a.RCP,99,Optimal,0.052,0.037
aslib0_279a.RCP,103,Optimal,0.082,0.074
aslib0_280a.RCP,92,Optimal,0.115,0.1
aslib0_281a.RCP,97,Optimal,0.041,0.032
aslib0_282a.RCP,95,Optimal,0.093,0.076
aslib0_283a.RCP,100,Optimal,0.07,0.06
aslib0_284a.RCP,105,Optimal,0.088,0.066
aslib0_285a.RCP,97,Optimal,0.065,0.056
aslib0_286a.RCP,98,Optimal,0.083,0.061
aslib0_287a.RCP,79,Optimal,0.059,0.048
aslib0_288a.RCP,107,Optimal,0.084,0.069
aslib0_289a.RCP,93,Optimal,0.071,0.059
aslib0_290a.RCP,91,Optimal,0.063,0.043
aslib0_291a.RCP,96,Optimal,0.097,0.074
aslib0_292a.RCP,84,Optimal,0.069,0.054
aslib0_293a.RCP,84,Optimal,0.061,0.048
aslib0_294a.RCP,109,Optimal,0.107,0.095
aslib0_295a.RCP,98,Optimal,0.108,0.094
aslib0_296a.RCP,91,Optimal,0.058,0.036
aslib0_297a.RCP,90,Optimal,0.057,0.044
aslib0_298a.RCP,81,Optimal,0.099,0.078
aslib0_299a.RCP,81,Optimal,0.065,0.055
aslib0_300a.RCP,84,Optimal,0.179,0.165
aslib0_301a.RCP,90,Optimal,0.158,0.14
aslib0_302a.RCP,85,Optimal,0.096,0.078
aslib0_303a.RCP,75,Optimal,0.073,0.054
aslib0_304a.RCP,90,Optimal,0.287,0.278
aslib0_305a.RCP,85,Optimal,0.382,0.293
aslib0_306a.RCP,89,Optimal,0.363,0.298
aslib0_307a.RCP,91,Optimal,0.375,0.361
aslib0_308a.RCP,77,Optimal,0.203,0.194
aslib0_309a.RCP,91,Optimal,0.316,0.26
aslib0_310a.RCP,86,Optimal,0.168,0.152
aslib0_311a.RCP,81,Optimal,0.202,0.141
aslib0_312a.RCP,78,Optimal,0.114,0.099
aslib0_313a.RCP,87,Optimal,0.079,0.066
aslib0_314a.RCP,83,Optimal,0.111,0.096
aslib0_315a.RCP,87,Optimal,0.153,0.144
aslib0_316a.RCP,84,Optimal,0.17,0.161
aslib0_317a.RCP,74,Optimal,0.28,0.231
aslib0_318a.RCP,94,Optimal,0.181,0.176
aslib0_319a.RCP,85,Optimal,0.113,0.069
aslib0_320a.RCP,89,Optimal,0.148,0.139
aslib0_321a.RCP,89,Optimal,0.581,0.495
aslib0_322a.RCP,79,Optimal,0.064,0.054
aslib0_323a.RCP,83,Optimal,0.262,0.24
aslib0_324a.RCP,84,Optimal,0.847,0.33
aslib0_325a.RCP,80,Optimal,0.12,0.105
aslib0_326a.RCP,92,Optimal,0.104,0.088
aslib0_327a.RCP,92,Optimal,0.604,0.505
aslib0_328a.RCP,95,Feasible,5.025,0.093
aslib0_329a.RCP,83,Feasible,5.022,1.518
aslib0_330a.RCP,92,Optimal,0.081,0.052
aslib0_331a.RCP,81,Optimal,0.229,0.205
aslib0_332a.RCP,78,Optimal,0.16,0.138
aslib0_333a.RCP,90,Optimal,0.188,0.154
aslib0_334a.RCP,86,Optimal,0.084,0.066
aslib0_335a.RCP,74,Optimal,0.078,0.064
aslib0_336a.RCP,81,Optimal,0.132,0.105
aslib0_337a.RCP,92,Optimal,0.225,0.121
aslib0_338a.RCP,94,Optimal,0.219,0.211
aslib0_339a.RCP,91,Optimal,0.084,0.065
aslib0_340a.RCP,106,Optimal,0.109,0.067
aslib0_341a.RCP,78,Optimal,0.124,0.109
aslib0_342a.RCP,99,Optimal,0.192,0.184
aslib0_343a.RCP,81,Optimal,0.44,0.384
aslib0_344a.RCP,84,Optimal,0.186,0.175
aslib0_345a.RCP,88,Optimal,0.062,0.049
aslib0_346a.RCP,90,Optimal,0.075,0.058
aslib0_347a.RCP,84,Optimal,0.308,0.251
aslib0_348a.RCP,80,Optimal,0.137,0.121
aslib0_349a.RCP,79,Optimal,0.205,0.165
aslib0_350a.RCP,76,Optimal,1.173,0.667
aslib0_351a.RCP,84,Optimal,0.411,0.399
aslib0_352a.RCP,86,Optimal,0.347,0.338
aslib0_353a.RCP,89,Feasible,5.018,1.919
aslib0_354a.RCP,84,Optimal,0.314,0.302
aslib0_355a.RCP,82,Optimal,0.333,0.319
aslib0_356a.RCP,89,Optimal,0.533,0.449
aslib0_357a.RCP,85,Optimal,1.831,1.345
aslib0_358a.RCP,74,Optimal,2.619,0.46
aslib0_359a.RCP,84,Optimal,1.472,0.349
aslib0_360a.RCP,86,Optimal,0.776,0.75
aslib0_361a.RCP,85,Optimal,0.128,0.099
aslib0_362a.RCP,86,Optimal,0.104,0.088
aslib0_363a.RCP,85,Feasible,5.019,0.528
aslib0_364a.RCP,85,Optimal,1.973,0.796
aslib0_365a.RCP,82,Optimal,0.158,0.144
aslib0_366a.RCP,91,Optimal,1.651,0.803
aslib0_367a.RCP,93,Optimal,0.278,0.205
aslib0_368a.RCP,83,Optimal,0.157,0.146
aslib0_369a.RCP,88,Feasible,5.016,2.413
aslib0_370a.RCP,84,Optimal,0.689,0.642
aslib0_371a.RCP,89,Optimal,0.338,0.291
aslib0_372a.RCP,99,Feasible,5.014,0.603
aslib0_373a.RCP,89,Optimal,0.353,0.346
aslib0_374a.RCP,84,Optimal,0.297,0.15
aslib0_375a.RCP,94,Feasible,5.011,2.661
aslib0_376a.RCP,89,Optimal,1.401,1.348
aslib0_377a.RCP,83,Optimal,0.274,0.086
aslib0_378a.RCP,76,Optimal,1.559,0.995
aslib0_379a.RCP,77,Optimal,4.458,1.952
aslib0_380a.RCP,93,Feasible,5.013,4.23
aslib0_381a.RCP,96,Optimal,3.432,2.654
aslib0_382a.RCP,80,Optimal,1.578,1.096
aslib0_383a.RCP,79,Optimal,4.834,4.808
aslib0_384a.RCP,89,Optimal,0.477,0.429
aslib0_385a.RCP,92,Optimal,0.512,0.5
aslib0_386a.RCP,94,Optimal,1.919,0.648
aslib0_387a.RCP,87,Optimal,0.151,0.139
aslib0_388a.RCP,82,Optimal,1.778,0.52
aslib0_389a.RCP,92,Optimal,0.177,0.147
aslib0_390a.RCP,86,Optimal,2.3,1.947
aslib0_391a.RCP,87,Optimal,0.267,0.217
aslib0_392a.RCP,85,Optimal,0.251,0.241
aslib0_393a.RCP,84,Optimal,0.286,0.237
aslib0_394a.RCP,83,Optimal,2.083,1.476
aslib0_395a.RCP,100,Optimal,0.15,0.114
aslib0_396a.RCP,90,Optimal,0.93,0.809
aslib0_397a.RCP,87,Optimal,2.667,2.568
aslib0_398a.RCP,100,Optimal,0.139,0.126
aslib0_399a.RCP,97,Optimal,0.154,0.083
aslib0_400a.RCP,86,Optimal,0.632,0.423
aslib0_401a.RCP,90,Optimal,2.155,1.435
aslib0_402a.RCP,83,Optimal,0.207,0.196
aslib0_403a.RCP,88,Optimal,1.367,1.04
aslib0_404a.RCP,94,Feasible,5.016,1.514
aslib0_405a.RCP,85,Optimal,0.579,0.356
aslib0_406a.RCP,77,Optimal,2.956,2.055
aslib0_407a.RCP,73,Optimal,0.538,0.526
aslib0_408a.RCP,72,Optimal,0.931,0.818
aslib0_409a.RCP,86,Optimal,0.514,0.506
aslib0_410a.RCP,82,Optimal,1.09,0.351
aslib0_411a.RCP,88,Optimal,0.159,0.14
aslib0_412a.RCP,87,Optimal,0.333,0.323
aslib0_413a.RCP,87,Optimal,0.215,0.197
aslib0_414a.RCP,68,Feasible,5.018,1.768
aslib0_415a.RCP,87,Optimal,0.331,0.309
aslib0_416a.RCP,84,Optimal,3.279,1.355
aslib0_417a.RCP,100,Optimal,0.271,0.211
aslib0_418a.RCP,79,Optimal,2.733,1.559
aslib0_419a.RCP,85,Optimal,0.362,0.35
aslib0_420a.RCP,81,Optimal,0.514,0.442
aslib0_421a.RCP,88,Optimal,1.1,1.051
aslib0_422a.RCP,87,Optimal,0.286,0.267
aslib0_423a.RCP,95,Optimal,0.135,0.117
aslib0_424a.RCP,81,Optimal,1.827,1.524
aslib0_425a.RCP,92,Optimal,0.524,0.21
aslib0_426a.RCP,83,Optimal,2.16,1.331
aslib0_427a.RCP,87,Optimal,0.332,0.272
aslib0_428a.RCP,90,Optimal,0.402,0.373
aslib0_429a.RCP,78,Optimal,1.359,0.556
aslib0_430a.RCP,91,Feasible,5.012,4.701
aslib0_431a.RCP,92,Optimal,1.523,0.82
aslib0_432a.RCP,85,Optimal,0.683,0.661
aslib0_433a.RCP,94,Optimal,0.188,0.179
aslib0_434a.RCP,77,Feasible,5.014,1.04
aslib0_435a.RCP,83,Optimal,1.042,0.499
aslib0_436a.RCP,85,Optimal,1.549,1.138
aslib0_437a.RCP,81,Optimal,0.267,0.254
aslib0_438a.RCP,83,Optimal,0.192,0.186
aslib0_439a.RCP,87,Optimal,0.327,0.316
aslib0_440a.RCP,81,Optimal,0.255,0.247
aslib0_441a.RCP,85,Optimal,1.819,0.122
aslib0_442a.RCP,83,Optimal,0.796,0.775
aslib0_443a.RCP,93,Optimal,0.422,0.258
aslib0_444a.RCP,80,Optimal,0.537,0.431
aslib0_445a.RCP,89,Optimal,2.794,0.702
aslib0_446a.RCP,96,Optimal,0.915,0.905
aslib0_447a.RCP,94,Feasible,5.015,4.677
aslib0_448a.RCP,83,Optimal,0.483,0.468
aslib0_449a.RCP,85,Optimal,0.937,0.612
aslib0_450a.RCP,93,Optimal,0.273,0.253
aslib0_451a.RCP,83,Optimal,1.756,1.159
aslib0_452a.RCP,87,Optimal,0.261,0.242
aslib0_453a.RCP,80,Optimal,0.216,0.198
aslib0_454a.RCP,79,Optimal,0.427,0.414
aslib0_455a.RCP,90,Optimal,0.821,0.801
aslib0_456a.RCP,78,Optimal,1.178,0.74
aslib0_457a.RCP,78,Optimal,0.93,0.395
aslib0_458a.RCP,86,Optimal,0.373,0.363
aslib0_459a.RCP,90,Optimal,1.043,1.031
aslib0_460a.RCP,93,Optimal,0.291,0.279
aslib0_461a.RCP,102,Optimal,0.472,0.395
aslib0_462a.RCP,88,Feasible,5.026,4.527
aslib0_463a.RCP,86,Optimal,0.19,0.143
aslib0_464a.RCP,82,Optimal,0.398,0.192
aslib0_465a.RCP,90,Optimal,0.535,0.25
aslib0_466a.RCP,91,Optimal,2.907,1.743
aslib0_467a.RCP,85,Optimal,2.043,0.88
aslib0_468a.RCP,83,Optimal,0.386,0.252
aslib0_469a.RCP,100,Optimal,0.555,0.342
aslib0_470a.RCP,79,Optimal,1.27,0.82
aslib0_471a.RCP,94,Optimal,1.444,1.183
aslib0_472a.RCP,87,Optimal,0.69,0.667
aslib0_473a.RCP,100,Optimal,0.47,0.457
aslib0_474a.RCP,90,Optimal,2.494,0.35
aslib0_475a.RCP,92,Optimal,1.123,1.109
aslib0_476a.RCP,101,Optimal,0.21,0.197
aslib0_477a.RCP,85,Optimal,0.204,0.193
aslib0_478a.RCP,92,Optimal,2.333,2.304
aslib0_479a.RCP,82,Optimal,0.15,0.126
aslib0_480a.RCP,94,Feasible,5.022,0.961
aslib0_481a.RCP,86,Optimal,0.866,0.446
aslib0_482a.RCP,73,Optimal,0.438,0.185
aslib0_483a.RCP,101,Optimal,0.338,0.304
aslib0_484a.RCP,95,Optimal,1.721,1.698
aslib0_485a.RCP,88,Optimal,0.406,0.395
aslib0_486a.RCP,85,Optimal,3.028,0.903
aslib0_487a.RCP,92,Optimal,3.708,0.781
aslib0_488a.RCP,102,Optimal,0.801,0.495
aslib0_489a.RCP,96,Optimal,0.111,0.106
aslib0_490a.RCP,97,Optimal,0.14,0.128
aslib0_491a.RCP,99,Optimal,0.365,0.36
aslib0_492a.RCP,87,Feasible,5.011,3.105
aslib0_493a.RCP,87,Optimal,0.131,0.125
aslib0_494a.RCP,91,Optimal,1.519,0.961
aslib0_495a.RCP,99,Optimal,0.079,0.063
aslib0_496a.RCP,91,Feasible,5.018,4.933
aslib0_497a.RCP,92,Optimal,0.146,0.13
aslib0_498a.RCP,95,Optimal,0.777,0.219
aslib0_499a.RCP,92,Optimal,0.154,0.112
aslib0_500a.RCP,78,Optimal,0.089,0.064
aslib0_501a.RCP,94,Optimal,0.11,0.083
aslib0_502a.RCP,85,Optimal,0.099,0.092
aslib0_503a.RCP,93,Optimal,0.088,0.068
aslib0_504a.RCP,91,Optimal,0.126,0.117
aslib0_505a.RCP,79,Optimal,0.096,0.077
aslib0_506a.RCP,81,Optimal,0.128,0.123
aslib0_507a.RCP,78,Optimal,0.102,0.077
aslib0_508a.RCP,83,Optimal,0.11,0.098
aslib0_509a.RCP,76,Optimal,0.109,0.086
aslib0_510a.RCP,82,Optimal,0.102,0.092
aslib0_511a.RCP,90,Optimal,0.118,0.091
aslib0_512a.RCP,88,Optimal,0.072,0.04
aslib0_513a.RCP,86,Optimal,0.095,0.048
aslib0_514a.RCP,74,Optimal,0.107,0.103
aslib0_515a.RCP,85,Optimal,0.11,0.063
aslib0_516a.RCP,86,Optimal,0.103,0.062
